discipline_title,game_slug,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_3_letter_code
Wrestling,montreal-1976,"Lightweight, Greco-Roman (≤68 kilograms) Men",Men,GOLD,Athlete,Suren NALBANDYAN,URS
Wrestling,montreal-1976,"Lightweight, Greco-Roman (≤68 kilograms) Men",Men,SILVER,Athlete,Stefan RUSU,ROU
Wrestling,montreal-1976,"Lightweight, Greco-Roman (≤68 kilograms) Men",Men,BRONZE,Athlete,Heinz-Helmut WEHLING,GDR
Wrestling,montreal-1976,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,GOLD,Athlete,Vladimir YUMIN,URS
Wrestling,montreal-1976,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,SILVER,Athlete,Hans-Dieter BRÜCHERT,GDR
Wrestling,montreal-1976,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,BRONZE,Athlete,Masao ARAI,JPN
Wrestling,montreal-1976,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,GOLD,Athlete,Kazimierz LIPIEN,POL
Wrestling,montreal-1976,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,SILVER,Athlete,Nelson DAVIDYAN,URS
Wrestling,montreal-1976,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,BRONZE,Athlete,Laszlo RECZI,HUN
Wrestling,montreal-1976,"Featherweight, Freestyle (≤62 kilograms) Men",Men,GOLD,Athlete,Jeong-Mo Yang,KOR
Wrestling,montreal-1976,"Featherweight, Freestyle (≤62 kilograms) Men",Men,SILVER,Athlete,Oidov Zevegiin,MGL
Wrestling,montreal-1976,"Featherweight, Freestyle (≤62 kilograms) Men",Men,BRONZE,Athlete,Eugene Lee DAVIS,USA
Wrestling,montreal-1976,"Lightweight, Freestyle (≤68 kilograms) Men",Men,GOLD,Athlete,Pavel PINIGIN,URS
Wrestling,montreal-1976,"Lightweight, Freestyle (≤68 kilograms) Men",Men,SILVER,Athlete,Lloyd Weldon KEASER,USA
Wrestling,montreal-1976,"Lightweight, Freestyle (≤68 kilograms) Men",Men,BRONZE,Athlete,Yasaburo SUGAWARA,JPN
Wrestling,montreal-1976,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",Men,GOLD,Athlete,Levan TEDIASHVILI,URS
Wrestling,montreal-1976,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",Men,SILVER,Athlete,Ben PETERSON,USA
Wrestling,montreal-1976,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",Men,BRONZE,Athlete,Stelica MORCOV,ROU
Wrestling,montreal-1976,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,GOLD,Athlete,Aleksei SHUMAKOV,URS
Wrestling,montreal-1976,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,SILVER,Athlete,Gheorghe BERCEANU,ROU
Wrestling,montreal-1976,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,BRONZE,Athlete,Stefan ANGELOV,BUL
Wrestling,montreal-1976,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Men,GOLD,Athlete,Valeri REZANTSEV,URS
Wrestling,montreal-1976,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Men,SILVER,Athlete,Stoyan IVANOV,BUL
Wrestling,montreal-1976,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Men,BRONZE,Athlete,Czeslaw KWIECINSKI,POL
Wrestling,montreal-1976,"Flyweight, Greco-Roman (≤52 kilograms) Men",Men,GOLD,Athlete,Vitali KONSTANTINOV,URS
Wrestling,montreal-1976,"Flyweight, Greco-Roman (≤52 kilograms) Men",Men,SILVER,Athlete,Nicu GINGA,ROU
Wrestling,montreal-1976,"Flyweight, Greco-Roman (≤52 kilograms) Men",Men,BRONZE,Athlete,Koichiro HIRAYAMA,JPN
Wrestling,montreal-1976,"Super-Heavyweight, Freestyle (>100 kilograms) Men",Men,GOLD,Athlete,Soslan ANDIEV,URS
Wrestling,montreal-1976,"Super-Heavyweight, Freestyle (>100 kilograms) Men",Men,SILVER,Athlete,Jozsef BALLA,HUN
Wrestling,montreal-1976,"Super-Heavyweight, Freestyle (>100 kilograms) Men",Men,BRONZE,Athlete,Ladislau SIMON,ROU
Wrestling,montreal-1976,"Flyweight, Freestyle (≤52 kilograms) Men",Men,GOLD,Athlete,Yuji TAKADA,JPN
Wrestling,montreal-1976,"Flyweight, Freestyle (≤52 kilograms) Men",Men,SILVER,Athlete,Aleksandr IVANOV,URS
Wrestling,montreal-1976,"Flyweight, Freestyle (≤52 kilograms) Men",Men,BRONZE,Athlete,Hae-Sup JEON,KOR
Wrestling,montreal-1976,"Welterweight, Freestyle (≤74 kilograms) Men",Men,GOLD,Athlete,Jiichiro DATE,JPN
Wrestling,montreal-1976,"Welterweight, Freestyle (≤74 kilograms) Men",Men,SILVER,Athlete,Mansour BARZEGAR,IRI
Wrestling,montreal-1976,"Welterweight, Freestyle (≤74 kilograms) Men",Men,BRONZE,Athlete,"Stanley Joseph, Jr. DZIEDZIC",USA
Wrestling,montreal-1976,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,GOLD,Athlete,Anatoli BYKOV,URS
Wrestling,montreal-1976,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,SILVER,Athlete,Vitezslav MACHA,TCH
Wrestling,montreal-1976,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,BRONZE,Athlete,Karl-Heinz HELBING,FRG
Wrestling,montreal-1976,"Heavyweight, Freestyle (≤100 kilograms) Men",Men,GOLD,Athlete,Ivan YARYGIN,URS
Wrestling,montreal-1976,"Heavyweight, Freestyle (≤100 kilograms) Men",Men,SILVER,Athlete,Russell Owen HELLICKSON,USA
Wrestling,montreal-1976,"Heavyweight, Freestyle (≤100 kilograms) Men",Men,BRONZE,Athlete,Dimov KOSTOV,BUL
Wrestling,montreal-1976,"Middleweight, Freestyle (≤82 kilograms) Men",Men,GOLD,Athlete,John Allan PETERSON,USA
Wrestling,montreal-1976,"Middleweight, Freestyle (≤82 kilograms) Men",Men,SILVER,Athlete,Viktor NOVOZHILOV,URS
Wrestling,montreal-1976,"Middleweight, Freestyle (≤82 kilograms) Men",Men,BRONZE,Athlete,Adolf SEGER,FRG
Wrestling,montreal-1976,"Super-Heavyweight, Greco-Roman (>100 kilograms) Men",Men,GOLD,Athlete,Oleksandr Kolchynskiy,URS
Wrestling,montreal-1976,"Super-Heavyweight, Greco-Roman (>100 kilograms) Men",Men,SILVER,Athlete,Aleksandr TOMOV,BUL
Wrestling,montreal-1976,"Super-Heavyweight, Greco-Roman (>100 kilograms) Men",Men,BRONZE,Athlete,Roman CODREANU,ROU
Water Polo,montreal-1976,water polo men,Men,GOLD,GameTeam,,HUN
Water Polo,montreal-1976,water polo men,Men,SILVER,GameTeam,,ITA
Water Polo,montreal-1976,water polo men,Men,BRONZE,GameTeam,,NED
Cross Country Skiing,innsbruck-1976,30km mass start men,Men,GOLD,Athlete,Sergey SAVELYEV,URS
Cross Country Skiing,innsbruck-1976,30km mass start men,Men,SILVER,Athlete,William KOCH,USA
Cross Country Skiing,innsbruck-1976,30km mass start men,Men,BRONZE,Athlete,Ivan GARANIN,URS
Cross Country Skiing,innsbruck-1976,5km women,Women,GOLD,Athlete,Helena TAKALO,FIN
Cross Country Skiing,innsbruck-1976,5km women,Women,SILVER,Athlete,Raisa SMETANINA,URS
Cross Country Skiing,innsbruck-1976,5km women,Women,BRONZE,Athlete,Nina BALDYCHEVA,URS
Cross Country Skiing,innsbruck-1976,15km men,Men,GOLD,Athlete,Nikolay BAZHUKOV,URS
Cross Country Skiing,innsbruck-1976,15km men,Men,SILVER,Athlete,Yevgeny BELYAEV,URS
Cross Country Skiing,innsbruck-1976,15km men,Men,BRONZE,Athlete,Arto KOIVISTO,FIN
Cross Country Skiing,innsbruck-1976,10km women,Women,GOLD,Athlete,Raisa SMETANINA,URS
Cross Country Skiing,innsbruck-1976,10km women,Women,SILVER,Athlete,Helena TAKALO,FIN
Cross Country Skiing,innsbruck-1976,10km women,Women,BRONZE,Athlete,Galina KULAKOVA,URS
Cross Country Skiing,innsbruck-1976,Relay 4x5km women,Women,GOLD,GameTeam,,URS
Cross Country Skiing,innsbruck-1976,Relay 4x5km women,Women,SILVER,GameTeam,,FIN
Cross Country Skiing,innsbruck-1976,Relay 4x5km women,Women,BRONZE,GameTeam,,GDR
Cross Country Skiing,innsbruck-1976,50km men,Men,GOLD,Athlete,Ivar FORMO,NOR
Cross Country Skiing,innsbruck-1976,50km men,Men,SILVER,Athlete,Gerd-Dietmar KLAUSE,GDR
Cross Country Skiing,innsbruck-1976,50km men,Men,BRONZE,Athlete,Benny SÖDERGREN,SWE
Cross Country Skiing,innsbruck-1976,Relay 4x10km men,Men,GOLD,GameTeam,,FIN
Cross Country Skiing,innsbruck-1976,Relay 4x10km men,Men,SILVER,GameTeam,,NOR
Cross Country Skiing,innsbruck-1976,Relay 4x10km men,Men,BRONZE,GameTeam,,URS
Alpine Skiing,innsbruck-1976,giant slalom women,Women,GOLD,Athlete,Kathy KREINER,CAN
Alpine Skiing,innsbruck-1976,giant slalom women,Women,SILVER,Athlete,Rosi MITTERMAIER,FRG
Alpine Skiing,innsbruck-1976,giant slalom women,Women,BRONZE,Athlete,Danièle DEBERNARD,FRA
Alpine Skiing,innsbruck-1976,downhill men,Men,GOLD,Athlete,Franz KLAMMER,AUT
Alpine Skiing,innsbruck-1976,downhill men,Men,SILVER,Athlete,Bernhard RUSSI,SUI
Alpine Skiing,innsbruck-1976,downhill men,Men,BRONZE,Athlete,Herbert PLANK,ITA
Alpine Skiing,innsbruck-1976,slalom women,Women,GOLD,Athlete,Rosi MITTERMAIER,FRG
Alpine Skiing,innsbruck-1976,slalom women,Women,SILVER,Athlete,Claudia GIORDANI,ITA
Alpine Skiing,innsbruck-1976,slalom women,Women,BRONZE,Athlete,Hanni WENZEL,LIE
Alpine Skiing,innsbruck-1976,giant slalom men,Men,GOLD,Athlete,Heini HEMMI,SUI
Alpine Skiing,innsbruck-1976,giant slalom men,Men,SILVER,Athlete,Ernst GOOD,SUI
Alpine Skiing,innsbruck-1976,giant slalom men,Men,BRONZE,Athlete,Ingemar STENMARK,SWE
Alpine Skiing,innsbruck-1976,slalom men,Men,GOLD,Athlete,Piero GROS,ITA
Alpine Skiing,innsbruck-1976,slalom men,Men,SILVER,Athlete,Gustavo THÖNI,ITA
Alpine Skiing,innsbruck-1976,slalom men,Men,BRONZE,Athlete,Willy FROMMELT,LIE
Alpine Skiing,innsbruck-1976,downhill women,Women,GOLD,Athlete,Rosi MITTERMAIER,FRG
Alpine Skiing,innsbruck-1976,downhill women,Women,SILVER,Athlete,Brigitte TOTSCHNIGG,AUT
Alpine Skiing,innsbruck-1976,downhill women,Women,BRONZE,Athlete,Cynthia NELSON,USA
Ice Hockey,innsbruck-1976,ice hockey men,Men,GOLD,GameTeam,,URS
Ice Hockey,innsbruck-1976,ice hockey men,Men,SILVER,GameTeam,,TCH
Ice Hockey,innsbruck-1976,ice hockey men,Men,BRONZE,GameTeam,,FRG
Figure skating,innsbruck-1976,Individual women,Women,GOLD,Athlete,Dorothy HAMILL,USA
Figure skating,innsbruck-1976,Individual women,Women,SILVER,Athlete,Dianne DE LEEUW,NED
Figure skating,innsbruck-1976,Individual women,Women,BRONZE,Athlete,Christine ERRATH,GDR
Figure skating,innsbruck-1976,Pairs mixed,Mixed,GOLD,GameTeam,Irina RODNINA,URS
Figure skating,innsbruck-1976,Pairs mixed,Mixed,GOLD,GameTeam,Aleksandr ZAYTSEV,URS
Figure skating,innsbruck-1976,Pairs mixed,Mixed,SILVER,GameTeam,Romy KERMER,GDR
Figure skating,innsbruck-1976,Pairs mixed,Mixed,SILVER,GameTeam,Rolf ÖSTERREICH,GDR
Figure skating,innsbruck-1976,Pairs mixed,Mixed,BRONZE,GameTeam,Manuela GROSS,GDR
Figure skating,innsbruck-1976,Pairs mixed,Mixed,BRONZE,GameTeam,Uwe KAGELMANN,GDR
Figure skating,innsbruck-1976,Individual men,Men,GOLD,Athlete,John CURRY,GBR
Figure skating,innsbruck-1976,Individual men,Men,SILVER,Athlete,Vladimir KOVALYOV,URS
Figure skating,innsbruck-1976,Individual men,Men,BRONZE,Athlete,Toller CRANSTON,CAN
Figure skating,innsbruck-1976,Ice dancing mixed,Mixed,GOLD,GameTeam,Lyudmila PAKHOMOVA,URS
Figure skating,innsbruck-1976,Ice dancing mixed,Mixed,GOLD,GameTeam,Aleksandr Gorshkov,URS
Figure skating,innsbruck-1976,Ice dancing mixed,Mixed,SILVER,GameTeam,Irina MOISEYEVA,URS
Figure skating,innsbruck-1976,Ice dancing mixed,Mixed,SILVER,GameTeam,Andrey MINENKOV,URS
Figure skating,innsbruck-1976,Ice dancing mixed,Mixed,BRONZE,GameTeam,Colleen O'CONNOR,USA
Figure skating,innsbruck-1976,Ice dancing mixed,Mixed,BRONZE,GameTeam,"Jim Millns, Jr.",USA
Speed skating,innsbruck-1976,10000m men,Men,GOLD,Athlete,Piet KLEINE,NED
Speed skating,innsbruck-1976,10000m men,Men,SILVER,Athlete,Sten STENSEN,NOR
Speed skating,innsbruck-1976,10000m men,Men,BRONZE,Athlete,Hans VAN HELDEN,NED
Speed skating,innsbruck-1976,500m women,Women,GOLD,Athlete,Sheila YOUNG,USA
Speed skating,innsbruck-1976,500m women,Women,SILVER,Athlete,Cathy PRIESTNER,CAN
Speed skating,innsbruck-1976,500m women,Women,BRONZE,Athlete,Tatyana AVERINA,URS
Speed skating,innsbruck-1976,1500m women,Women,GOLD,Athlete,Galina STEPANSKAYA,URS
Speed skating,innsbruck-1976,1500m women,Women,SILVER,Athlete,Sheila YOUNG,USA
Speed skating,innsbruck-1976,1500m women,Women,BRONZE,Athlete,Tatyana AVERINA,URS
Speed skating,innsbruck-1976,5000m men,Men,GOLD,Athlete,Sten STENSEN,NOR
Speed skating,innsbruck-1976,5000m men,Men,SILVER,Athlete,Piet KLEINE,NED
Speed skating,innsbruck-1976,5000m men,Men,BRONZE,Athlete,Hans VAN HELDEN,NED
Speed skating,innsbruck-1976,1500m men,Men,GOLD,Athlete,Jan Egil STORHOLT,NOR
Speed skating,innsbruck-1976,1500m men,Men,SILVER,Athlete,Yury KONDAKOV,URS
Speed skating,innsbruck-1976,1500m men,Men,BRONZE,Athlete,Hans VAN HELDEN,NED
Speed skating,innsbruck-1976,3000m women,Women,GOLD,Athlete,Tatyana AVERINA,URS
Speed skating,innsbruck-1976,3000m women,Women,SILVER,Athlete,Andrea EHRIG,GDR
Speed skating,innsbruck-1976,3000m women,Women,BRONZE,Athlete,Lisbeth KORSMO,NOR
Speed skating,innsbruck-1976,1000m men,Men,GOLD,Athlete,Peter MUELLER,USA
Speed skating,innsbruck-1976,1000m men,Men,SILVER,Athlete,Jörn DIDRIKSEN,NOR
Speed skating,innsbruck-1976,1000m men,Men,BRONZE,Athlete,Valery MURATOV,URS
Speed skating,innsbruck-1976,500m men,Men,GOLD,Athlete,Yevgeny KULIKOV,URS
Speed skating,innsbruck-1976,500m men,Men,SILVER,Athlete,Valery MURATOV,URS
Speed skating,innsbruck-1976,500m men,Men,BRONZE,Athlete,Daniel IMMERFALL,USA
Speed skating,innsbruck-1976,1000m women,Women,GOLD,Athlete,Tatyana AVERINA,URS
Speed skating,innsbruck-1976,1000m women,Women,SILVER,Athlete,Leah MUELLER,USA
Speed skating,innsbruck-1976,1000m women,Women,BRONZE,Athlete,Sheila YOUNG,USA
Bobsleigh,innsbruck-1976,two-man men,Men,GOLD,GameTeam,Meinhard NEHMER,GDR
Bobsleigh,innsbruck-1976,two-man men,Men,GOLD,GameTeam,Bernhard GERMESHAUSEN,GDR
Bobsleigh,innsbruck-1976,two-man men,Men,SILVER,GameTeam,Wolfgang ZIMMERER,FRG
Bobsleigh,innsbruck-1976,two-man men,Men,SILVER,GameTeam,Manfred SCHUMANN,FRG
Bobsleigh,innsbruck-1976,two-man men,Men,BRONZE,GameTeam,Erich SCHÄRER,SUI
Bobsleigh,innsbruck-1976,two-man men,Men,BRONZE,GameTeam,Joseph BENZ,SUI
Bobsleigh,innsbruck-1976,four-man men,Men,GOLD,GameTeam,,GDR
Bobsleigh,innsbruck-1976,four-man men,Men,SILVER,GameTeam,,SUI
Bobsleigh,innsbruck-1976,four-man men,Men,BRONZE,GameTeam,,FRG
Nordic Combined,innsbruck-1976,Individual men,Men,GOLD,Athlete,Ulrich WEHLING,GDR
Nordic Combined,innsbruck-1976,Individual men,Men,SILVER,Athlete,Urban HETTICH,FRG
Nordic Combined,innsbruck-1976,Individual men,Men,BRONZE,Athlete,Konrad WINKLER,GDR
Biathlon,innsbruck-1976,20km men,Men,GOLD,Athlete,Nikolay KRUGLOV,URS
Biathlon,innsbruck-1976,20km men,Men,SILVER,Athlete,Heikki IKOLA,FIN
Biathlon,innsbruck-1976,20km men,Men,BRONZE,Athlete,Aleksandr YELIZAROV,URS
Biathlon,innsbruck-1976,4x75km relay men,Men,GOLD,GameTeam,,URS
Biathlon,innsbruck-1976,4x75km relay men,Men,SILVER,GameTeam,,FIN
Biathlon,innsbruck-1976,4x75km relay men,Men,BRONZE,GameTeam,,GDR
Ski Jumping,innsbruck-1976,Large Hill Individual men,Men,GOLD,Athlete,Karl SCHNABL,AUT
Ski Jumping,innsbruck-1976,Large Hill Individual men,Men,SILVER,Athlete,Anton INNAUER,AUT
Ski Jumping,innsbruck-1976,Large Hill Individual men,Men,BRONZE,Athlete,Henry GLASS,GDR
Ski Jumping,innsbruck-1976,Normal Hill Individual men,Men,GOLD,Athlete,Hans-Georg ASCHENBACH,GDR
Ski Jumping,innsbruck-1976,Normal Hill Individual men,Men,SILVER,Athlete,Jochen DANNEBERG,GDR
Ski Jumping,innsbruck-1976,Normal Hill Individual men,Men,BRONZE,Athlete,Karl SCHNABL,AUT
Luge,innsbruck-1976,Singles women,Women,GOLD,Athlete,Margit SCHUMANN,GDR
Luge,innsbruck-1976,Singles women,Women,SILVER,Athlete,Ute RÜHROLD,GDR
Luge,innsbruck-1976,Singles women,Women,BRONZE,Athlete,Elisabeth DEMLEITNER,FRG
Luge,innsbruck-1976,Singles men,Men,GOLD,Athlete,Detlef GÜNTHER,GDR
Luge,innsbruck-1976,Singles men,Men,SILVER,Athlete,Josef FENDT,FRG
Luge,innsbruck-1976,Singles men,Men,BRONZE,Athlete,Hans RINN,GDR
Luge,innsbruck-1976,Doubles mixed,Open,GOLD,GameTeam,Hans RINN,GDR
Luge,innsbruck-1976,Doubles mixed,Open,GOLD,GameTeam,Norbert HAHN,GDR
Luge,innsbruck-1976,Doubles mixed,Open,SILVER,GameTeam,Hans BRANDNER,FRG
Luge,innsbruck-1976,Doubles mixed,Open,SILVER,GameTeam,Balthasar SCHWARM,FRG
Luge,innsbruck-1976,Doubles mixed,Open,BRONZE,GameTeam,Rudolf SCHMID,AUT
Luge,innsbruck-1976,Doubles mixed,Open,BRONZE,GameTeam,Franz SCHACHNER,AUT
Canoe Sprint,munich-1972,K1 1000m kayak single men,Men,GOLD,Athlete,Aleksandr SHAPARENKO,URS
Canoe Sprint,munich-1972,K1 1000m kayak single men,Men,SILVER,Athlete,Rolf PETERSON,SWE
Canoe Sprint,munich-1972,K1 1000m kayak single men,Men,BRONZE,Athlete,Geza CSAPO,HUN
Canoe Sprint,munich-1972,K2 1000m kayak double men,Men,GOLD,GameTeam,Nikolay Gorbachov,URS
Canoe Sprint,munich-1972,K2 1000m kayak double men,Men,GOLD,GameTeam,Vikt'or K'rat'asiuk'i,URS
Canoe Sprint,munich-1972,K2 1000m kayak double men,Men,SILVER,GameTeam,Jozsef DEME,HUN
Canoe Sprint,munich-1972,K2 1000m kayak double men,Men,SILVER,GameTeam,Janos RATKAI,HUN
Canoe Sprint,munich-1972,K2 1000m kayak double men,Men,BRONZE,GameTeam,Wladyslaw SZUSZKIEWICZ,POL
Canoe Sprint,munich-1972,K2 1000m kayak double men,Men,BRONZE,GameTeam,Rafal Maciej PISZCZ,POL
Canoe Sprint,munich-1972,C2 1000m canoe double men,Men,GOLD,GameTeam,Vladas Česiūnas,URS
Canoe Sprint,munich-1972,C2 1000m canoe double men,Men,GOLD,GameTeam,Yuri LOBANOV,URS
Canoe Sprint,munich-1972,C2 1000m canoe double men,Men,SILVER,GameTeam,Ivan PATZAICHIN,ROU
Canoe Sprint,munich-1972,C2 1000m canoe double men,Men,SILVER,GameTeam,Serghei COVALIOV,ROU
Canoe Sprint,munich-1972,C2 1000m canoe double men,Men,BRONZE,GameTeam,Fedi Damyanov,BUL
Canoe Sprint,munich-1972,C2 1000m canoe double men,Men,BRONZE,GameTeam,Ivan BURTCHIN,BUL
Canoe Sprint,munich-1972,K1 500m kayak single women,Women,GOLD,Athlete,Yuliya Riabchynska,URS
Canoe Sprint,munich-1972,K1 500m kayak single women,Women,SILVER,Athlete,Marie (Mieke) JAAPIES,NED
Canoe Sprint,munich-1972,K1 500m kayak single women,Women,BRONZE,Athlete,Anna PFEFFER,HUN
Canoe Sprint,munich-1972,K2 500m kayak double women,Women,GOLD,GameTeam,Lyudmila KHVEDOSYUK-PINAEVA,URS
Canoe Sprint,munich-1972,K2 500m kayak double women,Women,GOLD,GameTeam,Ekaterina KURYSHKO,URS
Canoe Sprint,munich-1972,K2 500m kayak double women,Women,SILVER,GameTeam,Ilse KASCHUBE,GDR
Canoe Sprint,munich-1972,K2 500m kayak double women,Women,SILVER,GameTeam,Petra GRABOWSKY,GDR
Canoe Sprint,munich-1972,K2 500m kayak double women,Women,BRONZE,GameTeam,Maria NICHIFOROV-MIHOREANU,ROU
Canoe Sprint,munich-1972,K2 500m kayak double women,Women,BRONZE,GameTeam,Viorica DUMITRU,ROU
Canoe Sprint,munich-1972,C1 1000m canoe single men,Men,GOLD,Athlete,Ivan PATZAICHIN,ROU
Canoe Sprint,munich-1972,C1 1000m canoe single men,Men,SILVER,Athlete,Tamas WICHMANN,HUN
Canoe Sprint,munich-1972,C1 1000m canoe single men,Men,BRONZE,Athlete,Detlef LEWE,FRG
Canoe Sprint,munich-1972,K4 1000m kayak four men,Men,GOLD,GameTeam,,URS
Canoe Sprint,munich-1972,K4 1000m kayak four men,Men,SILVER,GameTeam,,ROU
Canoe Sprint,munich-1972,K4 1000m kayak four men,Men,BRONZE,GameTeam,,NOR
Gymnastics Artistic,munich-1972,vault women,Women,GOLD,Athlete,Karin JANZ,GDR
Gymnastics Artistic,munich-1972,vault women,Women,SILVER,Athlete,Erika ZUCHOLD,GDR
Gymnastics Artistic,munich-1972,vault women,Women,BRONZE,Athlete,Lyudmila TURISCHEVA,URS
Gymnastics Artistic,munich-1972,individual all-round men,Men,GOLD,Athlete,Sawao KATO,JPN
Gymnastics Artistic,munich-1972,individual all-round men,Men,SILVER,Athlete,Eizo KENMOTSU,JPN
Gymnastics Artistic,munich-1972,individual all-round men,Men,BRONZE,Athlete,Akinori NAKAYAMA,JPN
Gymnastics Artistic,munich-1972,floor exercises women,Women,GOLD,Athlete,Olga KORBUT,URS
Gymnastics Artistic,munich-1972,floor exercises women,Women,SILVER,Athlete,Lyudmila TURISCHEVA,URS
Gymnastics Artistic,munich-1972,floor exercises women,Women,BRONZE,Athlete,Tamara LAZAKOVICH,URS
Gymnastics Artistic,munich-1972,parallel bars men,Men,GOLD,Athlete,Sawao KATO,JPN
Gymnastics Artistic,munich-1972,parallel bars men,Men,SILVER,Athlete,Shigeru KASAMATSU,JPN
Gymnastics Artistic,munich-1972,parallel bars men,Men,BRONZE,Athlete,Eizo KENMOTSU,JPN
Gymnastics Artistic,munich-1972,floor exercises men,Men,GOLD,Athlete,Nikolay ANDRIANOV,URS
Gymnastics Artistic,munich-1972,floor exercises men,Men,SILVER,Athlete,Akinori NAKAYAMA,JPN
Gymnastics Artistic,munich-1972,floor exercises men,Men,BRONZE,Athlete,Shigeru KASAMATSU,JPN
Gymnastics Artistic,munich-1972,rings men,Men,GOLD,Athlete,Akinori NAKAYAMA,JPN
Gymnastics Artistic,munich-1972,rings men,Men,SILVER,Athlete,Mikhail VORONIN,URS
Gymnastics Artistic,munich-1972,rings men,Men,BRONZE,Athlete,Mitsuo TSUKAHARA,JPN
Gymnastics Artistic,munich-1972,vault men,Men,GOLD,Athlete,Klaus KÖSTE,GDR
Gymnastics Artistic,munich-1972,vault men,Men,SILVER,Athlete,Viktor KLIMENKO,URS
Gymnastics Artistic,munich-1972,vault men,Men,BRONZE,Athlete,Nikolay ANDRIANOV,URS
Gymnastics Artistic,munich-1972,team competition women,Women,GOLD,GameTeam,,URS
Gymnastics Artistic,munich-1972,team competition women,Women,SILVER,GameTeam,,GDR
Gymnastics Artistic,munich-1972,team competition women,Women,BRONZE,GameTeam,,HUN
Gymnastics Artistic,munich-1972,Team All-Around Men,Men,GOLD,GameTeam,,JPN
Gymnastics Artistic,munich-1972,Team All-Around Men,Men,SILVER,GameTeam,,URS
Gymnastics Artistic,munich-1972,Team All-Around Men,Men,BRONZE,GameTeam,,GDR
Gymnastics Artistic,munich-1972,uneven bars women,Women,GOLD,Athlete,Karin JANZ,GDR
Gymnastics Artistic,munich-1972,uneven bars women,Women,SILVER,Athlete,Olga KORBUT,URS
Gymnastics Artistic,munich-1972,uneven bars women,Women,SILVER,Athlete,Erika ZUCHOLD,GDR
Gymnastics Artistic,munich-1972,balance beam women,Women,GOLD,Athlete,Olga KORBUT,URS
Gymnastics Artistic,munich-1972,balance beam women,Women,SILVER,Athlete,Tamara LAZAKOVICH,URS
Gymnastics Artistic,munich-1972,balance beam women,Women,BRONZE,Athlete,Karin JANZ,GDR
Gymnastics Artistic,munich-1972,pommel horse men,Men,GOLD,Athlete,Viktor KLIMENKO,URS
Gymnastics Artistic,munich-1972,pommel horse men,Men,SILVER,Athlete,Sawao KATO,JPN
Gymnastics Artistic,munich-1972,pommel horse men,Men,BRONZE,Athlete,Eizo KENMOTSU,JPN
Gymnastics Artistic,munich-1972,horizontal bar men,Men,GOLD,Athlete,Mitsuo TSUKAHARA,JPN
Gymnastics Artistic,munich-1972,horizontal bar men,Men,SILVER,Athlete,Sawao KATO,JPN
Gymnastics Artistic,munich-1972,horizontal bar men,Men,BRONZE,Athlete,Shigeru KASAMATSU,JPN
Gymnastics Artistic,munich-1972,individual all-round women,Women,GOLD,Athlete,Lyudmila TURISCHEVA,URS
Gymnastics Artistic,munich-1972,individual all-round women,Women,SILVER,Athlete,Karin JANZ,GDR
Gymnastics Artistic,munich-1972,individual all-round women,Women,BRONZE,Athlete,Tamara LAZAKOVICH,URS
Sailing,munich-1972,tempest mixed,Open,GOLD,GameTeam,Valentyn MANKIN,URS
Sailing,munich-1972,tempest mixed,Open,GOLD,GameTeam,Vitali DYRDYRA,URS
Sailing,munich-1972,tempest mixed,Open,SILVER,GameTeam,Alan Kemp WARREN,GBR
Sailing,munich-1972,tempest mixed,Open,SILVER,GameTeam,David Charles Gower HUNT,GBR
Sailing,munich-1972,tempest mixed,Open,BRONZE,GameTeam,Glenn Seward II FOSTER,USA
Sailing,munich-1972,tempest mixed,Open,BRONZE,GameTeam,Peter Sweetser DEAN,USA
Sailing,munich-1972,fleetmatch race keelboat open Soling mixed,Open,GOLD,GameTeam,,USA
Sailing,munich-1972,fleetmatch race keelboat open Soling mixed,Open,SILVER,GameTeam,,SWE
Sailing,munich-1972,fleetmatch race keelboat open Soling mixed,Open,BRONZE,GameTeam,,CAN
Sailing,munich-1972,flying dutchman mixed,Open,GOLD,GameTeam,Christopher DAVIES,GBR
Sailing,munich-1972,flying dutchman mixed,Open,GOLD,GameTeam,Rodney Stuart PATTISSON,GBR
Sailing,munich-1972,flying dutchman mixed,Open,SILVER,GameTeam,Marc PAJOT,FRA
